"cond_open_sell_okft_buy_bitf","cond_open_buy_okft_sell_bitf","scaling","cond_close","profit","deals"
6,-6,1.5,1.6,"49.81",47
6,-6,1.5,1.8,"49.82",41
6,-6,1.5,2,"48.09",37
6,-6,1.5,2.2,"35.19",22
6,-6,1.5,2.4,"32.07",18
6,-6,1.5,2.6,"25.50",15
6,-6,1.5,2.8,"24.28",12
6,-6,1.5,3,"24.95",11
6,-6,2,0.6,"46.00",151
6,-6,2,0.8,"50.30",117
6,-6,2,1,"50.90",90
6,-6,2,1.2,"52.69",75
6,-6,2,1.4,"43.32",57
6,-6,2,1.6,"44.87",49
6,-6,2,1.8,"42.31",41
6,-6,2,2,"42.70",37
6,-6,2,2.2,"39.76",32
6,-6,2,2.4,"29.79",19
6,-6,2,2.6,"26.70",16
6,-6,2,2.8,"28.10",14
6,-6,2,3,"25.82",12
6,-6,2.5,0.6,"43.57",155
6,-6,2.5,0.8,"40.27",108
6,-6,2.5,1,"43.87",89
6,-6,2.5,1.2,"43.07",71
6,-6,2.5,1.4,"42.92",59
6,-6,2.5,1.6,"40.39",49
6,-6,2.5,1.8,"40.21",43
6,-6,2.5,2,"39.79",39
6,-6,2.5,2.2,"38.42",34
6,-6,2.5,2.4,"36.47",29
6,-6,2.5,2.6,"33.12",24
6,-6,2.5,2.8,"25.76",15
6,-6,2.5,3,"27.20",14
6,-6,3,0.6,"38.58",147
6,-6,3,0.8,"36.76",105
6,-6,3,1,"39.48",83
6,-6,3,1.2,"38.52",68
6,-6,3,1.4,"39.96",60
6,-6,3,1.6,"37.27",50
6,-6,3,1.8,"38.08",45
6,-6,3,2,"38.43",40
6,-6,3,2.2,"33.29",32
6,-6,3,2.4,"34.35",28
6,-6,3,2.6,"33.37",26
6,-6,3,2.8,"23.60",15
6,-6,3,3,"21.23",13
